Taxon A	Taxon B	FlashWeave	FlashWeaveHE	SpiecEasi	FastSpar	PropR	Spearman	Pearson	Jaccard	Num supporting methods	Prevalence A (%)	Prevalence B (%)	Mean Abundance A	Mean Abundance B	Max Abundance A	Max Abundance B	Abundance B at Max A	Abundance A at Max B	Sample at Max A	Sample at Max B	Inter phylum	Taxonomy A	Taxonomy B	Community A	Community B	Inter community
otu_54	otu_628	0.8141415119171143				0.818115370130589	0.7967998601616367		0.8333333333333334	4	50.0	60.0	0.015092692599999995	0.024632334750000002	0.11488305	0.12394957	0.034421295	0.04025323	Sample8	Sample18	True	d__Archaea;p__Halobacteriota;c__Bog-38;o__Bog-38;f__Bog-38;g__Bog-38;s__	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__SM23-28-2;f__SM23-28-2;g__JAUYDU01;s__	11	11	False
otu_22	otu_653	0.8031786680221558				0.888346706915691	0.7022556390977444		1.0	4	95.0	95.0	0.03258867425	0.0448663039	0.13001643	0.13580921	0.043387335	0.026810145	Sample13	Sample8	True	d__Archaea;p__Halobacteriota;c__Methanosarcinia;o__Methanosarcinales;f__Methanoperedenaceae;g__Methanoperedens;s__	d__Bacteria;p__Chloroflexota;c__Limnocylindria;o__Limnocylindrales;f__CSP1-4;g__Fen-1039;s__	10	13	True
otu_217	otu_562	0.7955976724624634				0.766699787946564	0.7512252352872989		0.75	4	40.0	30.0	0.0244526915	0.022768949700000006	0.36829594	0.31805724	0.013807267	0.04335122	Sample3	Sample13	True	d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__TCS64;f__TCS64;g__;s__	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__DSTF01;f__JALHUB01;g__DAOUEO01;s__	0	0	False
otu_270	otu_830	0.79396				0.797062676682314	0.8459797623121714	0.8034083441192301		4	20.0	30.0	0.0130064173	0.0150290402	0.1081644	0.10848584	0.047154058	0.062302936	Sample13	Sample19	True	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Bryobacterales;f__Bryobacteraceae;g__VFZS01;s__	d__Bacteria;p__Nitrospirota;c__UBA9217;o__UBA9217;f__UBA9217;g__JALNZF01;s__	5	5	False
otu_183	otu_508	0.7937687039375305				0.77506848872021	0.8758237423942017		0.75	4	60.0	45.0	0.0358723503	0.015777743099999998	0.12039552	0.111148864	0.08389273	0.08930465	Sample8	Sample17	True	d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__Bathyarchaeales;f__Bathycorpusculaceae;g__DATKKK01;s__	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__Villigracilaceae;g__UBA877;s__	11	2	True
otu_14	otu_565	0.7934675812721252				0.727786575824923	0.7403661983267917		0.7	4	40.0	45.0	0.23177377465	0.04326917749999999	3.037251	0.2512491	0.11988594	0.040600218	Sample9	Sample15	True	d__Archaea;p__Halobacteriota;c__Methanosarcinia;o__Methanosarcinales;f__Methanoperedenaceae;g__Methanoperedens;s__	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__DSTF01;f__JALHUB01;g__DAOUEO01;s__	12	9	True
otu_278	otu_827	0.7837605476379395				0.794828050035396	0.8101926163723917		0.8461538461538461	4	60.0	60.0	0.0408486437	0.035579007950000005	0.27417544	0.17449492	0.056285027	0.07624352	Sample20	Sample18	True	d__Bacteria;p__Acidobacteriota;c__Thermoanaerobaculia;o__Thermoanaerobaculales;f__Thermoanaerobaculaceae;g__RBG-13-68-16;s__	d__Bacteria;p__Nitrospirota;c__UBA9217;o__UBA9217;f__UBA9217;g__JAKAHZ01;s__	5	5	False
otu_320	otu_636	0.7813193798065186				0.787333494006078	0.8141457368671974		0.7142857142857143	4	70.0	50.0	0.03775767955	0.01607804845	0.16672553	0.17846343	0.00962418	0.149972	Sample7	Sample17	True	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__FEN-979;g__DATJQF01;s__	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__SZUA-161;f__SZUA-161;g__;s__	2	2	False
otu_539	otu_9	0.781065046787262				0.768534321192472	0.8285714285714286	0.7945507376193474		4	25.0	25.0	0.015005560299999998	0.009180861799999999	0.14361157	0.11173426	0.036735065	0.112634085	Sample9	Sample3	True	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__Dehalococcoidales;f__JAFGLR01;g__JAFGLR01;s__	d__Archaea;p__Halobacteriota;c__Methanosarcinia;o__Methanosarcinales;f__Methanoperedenaceae;g__Methanoperedens;s__	12	3	True
otu_288	otu_611	0.7807312607765198				0.701668105305783		0.7735710635516075	0.8571428571428572	4	70.0	60.0	0.0240307247	0.024475686	0.13579175	0.26784065	0.26784065	0.13579175	Sample13	Sample13	True	d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Anaerosomatales;f__;g__;s__	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__GIF9;f__UBA5629;g__9FT-COMBO-48-23;s__	9	9	False
otu_337	otu_545	0.775625467300415				0.913838317854454	0.912794262163637		0.9	4	50.0	45.0	0.15597984705	0.044758086950000005	2.003648	0.67488486	0.052319393	0.4713578	Sample9	Sample1	True	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__VadinHA17;g__LD21;s__	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__Dehalococcoidales;f__RBG-16-60-22;g__JBFYTX01;s__	12	12	False
otu_396	otu_91	0.7725657224655151				0.83798789477213	0.8380540736433387	0.9411591147064396		4	15.0	10.0	0.008099525049999999	0.01166042345	0.11017097	0.22301611	0.22301611	0.11017097	Sample8	Sample8	True	d__Bacteria;p__Bacteroidota_A;c__UBA10030;o__UBA10030;f__;g__;s__	d__Archaea;p__Nanobdellota;c__Nanobdellia;o__Pacearchaeales;f__GW2011-AR1;g__JAOAJC01;s__	16	7	True
otu_5	otu_713	0.7709047794342041					0.742210688410784	0.8988085684278189	0.8235294117647058	4	75.0	80.0	0.06450397580000002	0.0297973006	0.30451864	0.14432156	0.14432156	0.30451864	Sample19	Sample19	True	d__Archaea;p__Halobacteriota;c__Methanosarcinia;o__Methanosarcinales;f__Methanoperedenaceae;g__Methanoperedens;s__	d__Bacteria;p__Desulfobacterota;c__BSN033;o__BSN033;f__UBA1163;g__UBA1163;s__	1	1	False
otu_396	otu_618	0.7705265283584595				0.73109862971548	0.7566238566271907	0.946067417874466		4	15.0	25.0	0.008099525049999999	0.0110050023	0.11017097	0.17035763	0.17035763	0.11017097	Sample8	Sample8	True	d__Bacteria;p__Bacteroidota_A;c__UBA10030;o__UBA10030;f__;g__;s__	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__GIF9;f__UBA5629;g__9FT-COMBO-48-23;s__	16	16	False
otu_603	otu_681	0.7701703906059265				0.833439383366362	0.8380540736433387	0.8600683460469251		4	10.0	15.0	0.01226488875	0.01018127335	0.23639907	0.12257841	0.12257841	0.23639907	Sample13	Sample13	True	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__GIF9;f__AB-539-J10;g__RBG-13-51-36;s__RBG-13-51-36 sp041489785	d__Bacteria;p__Desulfobacterota;c__BSN033;o__BSN033;f__UBA1163;g__JBFMAE01;s__	9	9	False
otu_4	otu_99	0.7652586698532104					0.762367664636642	0.7641861522763884	0.7222222222222222	4	65.0	90.0	0.032926732400000006	0.028667706000000005	0.13595968	0.115345515	0.02665112	0.11955174	Sample5	Sample10	True	d__Archaea;p__Halobacteriota;c__Methanosarcinia;o__Methanosarcinales;f__Methanoperedenaceae;g__Methanoperedens;s__	d__Archaea;p__Nanobdellota;c__Nanobdellia;o__UBA10117;f__UBA10117;g__DATEUM01;s__	2	2	False
otu_261	otu_892	0.7638733386993408				0.924236254783882	0.9430980634368136		0.9166666666666666	4	55.00000000000001	60.0	0.024906982449999997	0.03631024165	0.18398587	0.2010525	0.10406387	0.047255773	Sample9	Sample13	True	d__Bacteria;p__Acidobacteriota;c__Aminicenantia;o__UBA2199;f__UBA2199;g__UBA2199;s__	d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Sedimentisphaerales;f__Anaerobacaceae;g__CAIYOL01;s__	6	6	False
otu_318	otu_545	0.7556239366531372				0.894733338478964	0.7791288210760909		0.9	4	50.0	45.0	0.026913317800000003	0.044758086950000005	0.19319601	0.67488486	0.019755034	0.012038975	Sample13	Sample1	True	d__Bacteria;p__Atribacterota;c__JS1;o__SB-45;f__34-128;g__CG2-30-33-13;s__CG2-30-33-13 sp041490145	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__Dehalococcoidales;f__RBG-16-60-22;g__JBFYTX01;s__	9	12	True
otu_561	otu_655	0.7552554739049282				0.921710508546525	0.7849690912984273		0.9230769230769232	4	60.0	65.0	0.025855205	0.034344640249999996	0.1299903	0.21833137	0.035785604	0.06149582	Sample7	Sample14	True	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__DSTF01;f__JALHUB01;g__DAOUEO01;s__	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Gloeobacterales;f__PMM-0068;g__Sivonenia;s__Sivonenia alaskensis	2	2	False
otu_267	otu_67	0.7512497305870056				0.904956774515496	0.913717355809759		0.8333333333333334	4	30.0	25.0	0.0222224865	0.0229965006	0.19029	0.36670834	0.021560946	0.09771806	Sample9	Sample3	True	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Bryobacterales;f__Bryobacteraceae;g__DASWZN01;s__	d__Archaea;p__Halobacteriota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanospirillaceae;g__Methanoregula;s__	3	0	True
otu_263	otu_533	0.749588668346405				0.907946819042801	0.8842481364991748		0.875	4	35.0	40.0	0.009460001400000001	0.03617089175	0.103783846	0.19510552	0.12845856	0.003989785	Sample8	Sample19	True	d__Bacteria;p__Acidobacteriota;c__DASWHO01;o__;f__;g__;s__	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__Dehalococcoidales;f__Fen-1064;g__JAURWL01;s__	11	11	False
otu_482	otu_587	0.7478594779968262				0.877587834981227	0.7198857086022988		0.9230769230769232	4	60.0	65.0	0.0413646702	0.02523184495	0.23586127	0.11170218	0.012027291	0.007700837	Sample1	Sample13	False	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__UBA4823;g__FEB-25;s__	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__GIF9;f__AB-539-J10;g__RBG-13-51-36;s__	15	15	False
otu_343	otu_462	0.7457680702209473				0.831866629659266	0.8005440327048349		0.8571428571428572	4	35.0	30.0	0.025923575899999995	0.0205561156	0.33314136	0.21988901	0.01562539	0.017380642	Sample13	Sample3	True	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__VadinHA17;g__LD21;s__	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__RBG-16-64-43;g__FEN-1073;s__	0	0	False
otu_609	otu_896	0.7318264245986938				0.844958877782025	0.8324678402176916		0.875	4	35.0	40.0	0.0125489972	0.02062418345	0.14928263	0.16364469	0.039031	0.035082333	Sample3	Sample13	True	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__GIF9;f__UBA5629;g__9FT-COMBO-48-23;s__	d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Sedimentisphaerales;f__Anaerobacaceae;g__CAIYOL01;s__	16	9	True
otu_447	otu_698	0.7314555048942566				0.838685015504331	0.8961855221465095		0.7777777777777778	4	45.0	35.0	0.0325641172	0.010386403150000001	0.25190023	0.103474565	0.013433052	0.082128786	Sample11	Sample13	True	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__E44-bin32;g__DATEAV01;s__	d__Bacteria;p__Desulfobacterota;c__BSN033;o__BSN033;f__UBA1163;g__UBA1163;s__	9	9	False
otu_306	otu_346	0.728061854839325				0.990589968131815	0.7559845559845559		1.0	4	70.0	70.0	0.028339840900000003	0.025838673299999997	0.10309661	0.10647859	0.04109398	0.07982957	Sample7	Sample18	True	d__Bacteria;p__Arandabacterota;c__Arandabacteria;o__Arandabacterales;f__Arandabacteraceae;g__DATKKY01;s__	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__VadinHA17;g__LD21;s__	13	13	False
otu_479	otu_841	0.7271752953529358				0.821885936462373	0.7765838147065901		0.8181818181818181	4	55.00000000000001	45.0	0.063988194	0.01990795525	0.790624	0.19158857	0.012510848	0.08261242	Sample9	Sample2	True	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__UBA4823;g__FEB-25;s__	d__Bacteria;p__Omnitrophota;c__Koll11;o__Gygaellales;f__Profunditerraquicolaceae;g__;s__	0	15	True
otu_416	otu_462	0.72023				0.760161820487714	0.7815672016150589		0.75	4	40.0	30.0	0.015015523649999998	0.0205561156	0.101612486	0.21988901	0.01562539	0.014658598	Sample13	Sample3	True	d__Bacteria;p__Caldisericota;c__Caldisericia;o__Cryosericales;f__Cryosericaceae;g__Cryosericum;s__	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__RBG-16-64-43;g__FEN-1073;s__	12	0	True
otu_580	otu_891	0.7199443578720093				0.803341173867064	0.8650379538125391		0.8	4	40.0	50.0	0.013049181100000001	0.0214330464	0.11081565	0.13283531	0.09121665	0.004273278	Sample13	Sample8	True	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__GIF9;f__AB-539-J10;g__RBG-13-51-36;s__	d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Sedimentisphaerales;f__Anaerobacaceae;g__CAIYOL01;s__	9	10	True
otu_10	otu_327	0.70904		0.608902632101205		0.732319758691434		0.9849708863661348		4	55.00000000000001	45.0	0.015128115900000003	0.015468389500000002	0.18376826	0.20733967	0.20733967	0.18376826	Sample17	Sample17	True	d__Archaea;p__Halobacteriota;c__Methanosarcinia;o__Methanosarcinales;f__Methanoperedenaceae;g__Methanoperedens;s__	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Prolixibacteraceae;g__UBA1413;s__	2	2	False
otu_508	otu_80	0.7089775567776001				0.985217862749433	0.918918918918919		1.0	4	45.0	45.0	0.015777743099999998	0.028559677299999996	0.111148864	0.1280996	0.07198367	0.02648115	Sample17	Sample7	True	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__Villigracilaceae;g__UBA877;s__	d__Archaea;p__Halobacteriota;c__Methanosarcinia;o__Methanotrichales;f__Methanotrichaceae;g__Methanothrix;s__	2	2	False
otu_299	otu_670	0.7068813443183899				0.88789515291187	0.8503917889305127		0.875	4	35.0	40.0	0.06574539599999998	0.019102793200000003	0.68215805	0.10379391	0.10101227	0.06375552	Sample1	Sample9	True	d__Bacteria;p__Actinomycetota;c__Humimicrobiia;o__Humimicrobiales;f__Humimicrobiaceae;g__JAHILC01;s__JAHILC01 sp018897225	d__Bacteria;p__Desulfobacterota;c__BSN033;o__BSN033;f__UBA1163;g__;s__	12	0	True
otu_566	otu_626	0.7062917947769165				0.718934285887489	0.7363699866048549	0.8837501288295029		4	35.0	30.0	0.014394275049999999	0.011631286299999998	0.15918343	0.107380375	0.107380375	0.15918343	Sample5	Sample5	False	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__DSTF01;f__JALHUB01;g__DAOUEO01;s__	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__RBG-13-53-26;f__RBG-13-53-26;g__JAPLHP01;s__JAPLHP01 sp026389585	14	10	True
otu_628	otu_860	0.70218				0.77736176836023	0.8142054574638844		0.8461538461538461	4	60.0	60.0	0.024632334750000002	0.0301965187	0.12394957	0.12781933	0.048980743	0.049292184	Sample18	Sample5	True	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__SM23-28-2;f__SM23-28-2;g__JAUYDU01;s__	d__Bacteria;p__Patescibacteriota;c__Microgenomatia;o__UBA1400;f__UBA1400;g__;s__	11	11	False
otu_330	otu_447	0.7003277540206909				0.829835897404386	0.8285853211225271		0.7777777777777778	4	35.0	45.0	0.012975380149999998	0.0325641172	0.11263595	0.25190023	0.02180495	0.006085923	Sample9	Sample11	True	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__SM23-62;g__LJUQ01;s__	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__E44-bin32;g__DATEAV01;s__	3	9	True
otu_417	otu_566	0.6999083757400513				0.794197215709347	0.7861325307431022		0.7142857142857143	4	25.0	35.0	0.009171093799999998	0.014394275049999999	0.11661719	0.15918343	0.008401503	0.031014232	Sample8	Sample5	True	d__Bacteria;p__Caldisericota;c__Caldisericia;o__Cryosericales;f__Cryosericaceae;g__Cryosericum;s__	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__DSTF01;f__JALHUB01;g__DAOUEO01;s__	14	14	False
otu_172	otu_258	0.6934854984283447				0.816357000910498	0.7939459645042156	0.9915338140035698		4	10.0	15.0	0.0057223321	0.0079964925	0.10535025	0.13517232	0.13517232	0.10535025	Sample8	Sample8	True	d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__Bathyarchaeales;f__Bathycorpusculaceae;g__DASPPK01;s__	d__Bacteria;p__Acidobacteriota;c__Aminicenantia;o__Aminicenantales;f__UBA8522;g__UBA8522;s__UBA8522 sp017886205	7	7	False
otu_202	otu_224	0.690488874912262				0.831691325668788	0.8473392289354127		0.8181818181818181	4	45.0	55.00000000000001	0.039067160700000006	0.07685495035	0.24703144	0.7267075	0.042097263	0.041062836	Sample3	Sample8	True	d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__Bathyarchaeales;f__Bathycorpusculaceae;g__JBGQMW01;s__	d__Bacteria;p__;c__;o__;f__;g__;s__	0	0	False
otu_533	otu_54	0.6840668320655823				0.826956168307909	0.8813594246391908		0.8	4	40.0	50.0	0.03617089175	0.015092692599999995	0.19510552	0.11488305	0.02086622	0.12845856	Sample19	Sample8	True	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__Dehalococcoidales;f__Fen-1064;g__JAURWL01;s__	d__Archaea;p__Halobacteriota;c__Bog-38;o__Bog-38;f__Bog-38;g__Bog-38;s__	11	11	False
otu_270	otu_723	0.6818886399269104				0.808376976990204	0.875411563532945		0.75	4	20.0	15.0	0.0130064173	0.025329450249999996	0.1081644	0.3921728	0.007579175	0.058132276	Sample13	Sample20	True	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Bryobacterales;f__Bryobacteraceae;g__VFZS01;s__	d__Bacteria;p__Desulfobacterota;c__Desulfobaccia;o__Desulfobaccales;f__0-14-0-80-60-11;g__0-14-0-80-60-11;s__	5	5	False
otu_215	otu_609	0.6787840127944946				0.703792386718098	0.8879530118797959	0.907414937410702		4	55.00000000000001	35.0	0.03830195769999999	0.0125489972	0.31625745	0.14928263	0.14928263	0.31625745	Sample3	Sample3	True	d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__RBG-16-48-13;f__GCA-020355125;g__JBGOZA01;s__	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__GIF9;f__UBA5629;g__9FT-COMBO-48-23;s__	16	16	False
otu_198	otu_723			0.873595721572001		0.756763439345192	0.8170266014839831	0.9975912998581804		4	25.0	15.0	0.0227032762	0.025329450249999996	0.3308416	0.3921728	0.3921728	0.3308416	Sample20	Sample20	True	d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__Bathyarchaeales;f__Bathycorpusculaceae;g__JBGQMW01;s__	d__Bacteria;p__Desulfobacterota;c__Desulfobaccia;o__Desulfobaccales;f__0-14-0-80-60-11;g__0-14-0-80-60-11;s__	5	5	False
otu_330	otu_826			0.816769779267626		0.713172165216501	0.7592115962336613	0.986471639572724		4	35.0	30.0	0.012975380149999998	0.012289940249999999	0.11263595	0.10786108	0.10786108	0.11263595	Sample9	Sample9	True	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__SM23-62;g__LJUQ01;s__	d__Bacteria;p__Nitrospirota;c__UBA9217;o__UBA9217;f__UBA9217;g__JAAXXJ01;s__	3	12	True
otu_650	otu_748			0.770976669796784		0.744615571402885	0.7664388895590903	0.9890760360916356		4	30.0	15.0	0.03210456725	0.01845306265	0.31183717	0.22052197	0.22052197	0.31183717	Sample5	Sample5	True	d__Bacteria;p__Chloroflexota;c__Limnocylindria;o__Limnocylindrales;f__CSP1-4;g__Fen-1039;s__	d__Bacteria;p__Desulfobacterota;c__Syntrophia;o__Syntrophales;f__UBA2185;g__Fen-1135;s__	15	14	True
otu_386	otu_409			0.664323043457721		0.811681187635203	0.8380540736433387	0.9984412039310542		4	10.0	15.0	0.0115590482	0.008716948499999998	0.22033527	0.15425487	0.15425487	0.22033527	Sample3	Sample3	True	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__VadinHA17;g__LD21;s__LD21 sp041479075	d__Bacteria;p__Bacteroidota_A;c__UBA10030;o__UBA10030;f__UBA10030;g__Fen-1298;s__	3	3	False
otu_538	otu_90			0.624376709165599		0.743599375092874	0.8225100909327909	0.928804271318207		4	35.0	40.0	0.02625431995	0.023894190599999997	0.13624464	0.102778	0.09933568	0.11027703	Sample3	Sample9	True	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__Dehalococcoidales;f__JAFGLR01;g__JAFGLR01;s__	d__Archaea;p__Nanobdellota;c__Nanobdellia;o__Pacearchaeales;f__GW2011-AR1;g__JAOAJC01;s__	0	0	False
otu_295	otu_487			0.599037564838062		0.776417747336501	0.7402597402597403	0.8818497009059484		4	25.0	25.0	0.0161374624	0.01850557515	0.2223951	0.17411944	0.17411944	0.2223951	Sample12	Sample12	True	d__Bacteria;p__Actinomycetota;c__Humimicrobiia;o__Humimicrobiales;f__Humimicrobiaceae;g__JAHILC01;s__	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__UBA4823;g__FEB-25;s__	11	11	False
otu_295	otu_435			0.585861350691826		0.741591644720313	0.7809627967469961	0.7878628372903324		4	25.0	45.0	0.0161374624	0.025891314199999998	0.2223951	0.16681343	0.16681343	0.2223951	Sample12	Sample12	True	d__Bacteria;p__Actinomycetota;c__Humimicrobiia;o__Humimicrobiales;f__Humimicrobiaceae;g__JAHILC01;s__	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__Anaerolineaceae;g__JBGQAS01;s__JBGQAS01 sp041494435	11	11	False
otu_245	otu_32			0.577195186966405		0.734708277797778	0.8393498268708535	0.9659878292610344		4	20.0	30.0	0.008453855900000001	0.028426311050000003	0.13243635	0.3106417	0.3106417	0.13243635	Sample14	Sample14	True	d__Bacteria;p__Acidobacteriota;c__Aminicenantia;o__Aminicenantales;f__UBA4085;g__JALHTW01;s__	d__Archaea;p__Aenigmatarchaeota;c__Aenigmatarchaeia;o__Aenigmatarchaeales;f__Aenigmatarchaeaceae;g__JAWBOD01;s__	5	1	True
otu_775	otu_782			0.55997972743853		0.735824514530027	0.7664388895590903	0.9884069935972412		4	30.0	15.0	0.01773271235	0.01548477875	0.222897	0.24259701	0.24259701	0.222897	Sample5	Sample5	True	d__Bacteria;p__Desulfobacterota_E;c__Deferrimicrobia;o__Deferrimicrobiales;f__Deferrimicrobiaceae;g__Deferrimicrobium;s__	d__Bacteria;p__Desulfobacterota_G;c__Syntrophorhabdia;o__Syntrophorhabdales;f__Syntrophorhabdaceae;g__Syntrophorhabdus;s__	14	14	False
otu_305	otu_805			0.555378369853596			0.896160876558641	0.9779777627387772	0.75	4	55.00000000000001	50.0	0.0140321158	0.01552729545	0.15794341	0.13960436	0.13960436	0.15794341	Sample8	Sample8	True	d__Bacteria;p__Actinomycetota;c__UBA4738;o__UBA4738;f__HRBIN12;g__;s__	d__Bacteria;p__Methylomirabilota;c__Methylomirabilia;o__Methylomirabilales;f__JACRGL01;g__;s__	16	11	True
otu_302	otu_432			0.529227957485872		0.77758607743922	0.8170266014839831	0.9946133937489652		4	25.0	15.0	0.02418207845	0.015548597349999999	0.22061071	0.15979187	0.15979187	0.22061071	Sample20	Sample20	True	d__Bacteria;p__Actinomycetota;c__Thermoleophilia;o__Gaiellales;f__Gaiellaceae;g__;s__	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__Anaerolineaceae;g__JBGQAS01;s__	5	5	False
otu_410	otu_46			0.508705688595853		0.714587352285843	0.7025129717837781	0.9884587723538656		4	25.0	20.0	0.01042105095	0.03462986220000001	0.113965705	0.4278657	0.4278657	0.113965705	Sample10	Sample10	True	d__Bacteria;p__Bacteroidota_A;c__UBA10030;o__UBA10030;f__UBA10030;g__UBA9647;s__	d__Archaea;p__Halobacteriota;c__Bog-38;o__Bog-38;f__Bog-38;g__Bog-38;s__	2	2	False
otu_588	otu_79			0.500341818541894		0.714525164464458	0.7468116521485098	0.968073300268355		4	25.0	30.0	0.008458429	0.011774077050000002	0.116263285	0.12389838	0.12389838	0.116263285	Sample8	Sample8	True	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__GIF9;f__AB-539-J10;g__RBG-13-51-36;s__	d__Archaea;p__Halobacteriota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanospirillaceae;g__MVRE01;s__MVRE01 sp026394595	7	16	True
otu_209	otu_500			0.488131948311668		0.714024945457515	0.8398555570696403	0.980001969895518		4	55.00000000000001	35.0	0.0762309032	0.03930194355	0.6678566	0.4899558	0.4899558	0.6678566	Sample3	Sample3	True	d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__Bathyarchaeales;f__Bathycorpusculaceae;g__UBA11855;s__	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__Villigracilaceae;g__UBA877;s__	0	0	False
otu_344	otu_358			0.484310894286718			0.9112925377874008	0.8620425643338938	0.8888888888888888	4	80.0	90.0	0.0334705364	0.1030077728	0.11819132	0.39785948	0.37721542	0.075731315	Sample8	Sample13	False	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__VadinHA17;g__LD21;s__	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__VadinHA17;g__LD21;s__	13	13	False
otu_497	otu_742			0.472906309509868		0.789342219593947	0.8380540736433387	0.9674809949845316		4	15.0	10.0	0.0114953828	0.0071519048	0.14467816	0.10795405	0.10795405	0.14467816	Sample19	Sample19	True	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__Villigracilaceae;g__UBA877;s__	d__Bacteria;p__Desulfobacterota;c__Syntrophia;o__Syntrophales;f__UBA2185;g__DATKLL01;s__	5	5	False
otu_577	otu_9			0.462510992338502		0.741376650266317	0.8170266014839831	0.9939714776023616		4	15.0	25.0	0.010556774000000001	0.009180861799999999	0.13267274	0.11173426	0.11173426	0.13267274	Sample3	Sample3	True	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__DSTF01;f__JALHUB01;g__JALHUB01;s__JALHUB01 sp041501065	d__Archaea;p__Halobacteriota;c__Methanosarcinia;o__Methanosarcinales;f__Methanoperedenaceae;g__Methanoperedens;s__	3	3	False
otu_296	otu_621			0.429132602561737			0.8119606484148183	0.9849830090201556	0.8235294117647058	4	70.0	85.0	0.026957013500000005	0.018296162799999995	0.20457959	0.1131015	0.1131015	0.20457959	Sample3	Sample3	True	d__Bacteria;p__Actinomycetota;c__Humimicrobiia;o__Humimicrobiales;f__Humimicrobiaceae;g__JAHILC01;s__	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__GIF9;f__UBA5629;g__9FT-COMBO-48-23;s__	15	9	True
